userid, newsid
4498605,100650718
4498637,100649791
4498637,100648778
4499172,100649791
4499172,100648778
4499287,100649791
4499287,100648778
449954,100646808
449954,100646919
4499623,100655208
4499623,100655704
4499674,100649791
4499674,100648778
4499764,100649791
4499764,100648778
4500404,100649791
4500404,100648778
450051,100646808
450051,100647737
450078,100646808
450078,100647737
4501016,100649791
4501016,100648778
4501060,100649791
4501060,100648778
4501171,100649791
4501171,100648778
4501221,100649791
4501221,100648778
4501564,100649791
4501564,100648778
4501706,100649791
4501706,100648778
4501756,100649791
4501756,100648778
4501974,100649791
4501974,100648778
4502326,100652367
4502326,100652447
4502374,100649791
4502374,100648778
4502614,100649791
4502614,100648778
4502622,100649791
4502622,100648778
4502864,100649791
4502864,100648778
4502885,100649791
4502885,100648778
4503086,100649791
4503086,100648778
4503391,100649791
4503391,100648778
450352,100650872
450352,100651048
4504013,100655208
4504013,100655704
450493,100646808
450493,100647737
450516,100648778
450516,100649085
4505190,100649791
4505190,100648778
4505464,100649791
4505464,100648778
4505547,100649791
4505547,100648778
4505894,100649791
4505894,100648778
4505959,100650872
4505959,100650718
4506041,100649791
4506041,100648778
450630,100652367
450630,100652447
4506852,100649791
4506852,100648778
4506941,100649791
4506941,100648778
4507316,100649791
4507316,100648778
4507388,100655208
4507388,100654615
4507912,100649791
4507912,100648778
4507946,100649791
4507946,100648778
4508060,100655208
4508060,100654615
4508746,100649791
4508746,100648778
4509355,100649791
4509355,100648778
4509384,100652367
4509384,100652447
450980,100646808
450980,100647737
4510406,100649791
4510406,100648778
4510474,100652367
4510474,100652447
4510569,100649791
4510569,100649739
451078,100646808
451078,100646919
4510840,100649791
4510840,100648778
4510877,100649791
4510877,100648778
4511048,100649791
4511048,100648778
4511104,100649791
4511104,100648778
451135,100649791
451135,100649739
4512019,100649791
4512019,100648778
4512056,100655208
4512056,100654615
451226,100655704
451226,100657423
4512412,100649791
4512412,100648778
4512419,100649791
4512419,100648778
4512605,100649791
4512605,100648778
4513147,100649791
4513147,100648778
4513792,100649791
4513792,100648778
4513891,100649791
4513891,100648778
4513936,100655208
4513936,100655704
4514306,100649791
4514306,100648778
4514476,100654615
4514476,100654294
4514535,100649791
4514535,100649739
4514598,100649791
4514598,100648778
4514803,100649791
4514803,100648778
451490,100657878
451490,100658513
4515025,100649791
4515025,100648778
4515206,100649791
4515206,100648778
4515426,100649791
4515426,100648778
4515522,100649791
4515522,100648778
4515597,100650872
4515597,100650718
4515617,100649791
4515617,100648778
4516228,100649791
4516228,100648778
4516735,100649791
4516735,100648778
4517414,100649791
4517414,100648778
4517756,100649791
4517756,100648778
4518202,100649791
4518202,100649739
4518421,100649791
4518421,100648778
4518638,100649791
4518638,100648778
4518644,100649791
4518644,100648778
4519024,100649791
4519024,100648778
4519206,100649791
4519206,100648778
4519229,100649791
4519229,100648778
4519348,100649791
4519348,100648778
4519446,100649791
4519446,100648778
4519914,100649791
4519914,100648778
4520002,100649791
4520002,100648778
4520750,100655208
4520750,100654615
4521993,100657878
4521993,100658513
4522745,100649791
4522745,100648778
4522851,100649791
4522851,100648778
4522897,100649791
4522897,100648778
4523249,100649791
4523249,100648778
4523410,100657423
4523410,100656910
45237,100655208
45237,100654615
4523733,100649791
4523733,100649739
4524360,100649791
4524360,100648778
452465,100646808
452465,100646919
4524866,100649791
4524866,100648778
45250,100649791
45250,100649739
4525203,100649791
4525203,100648778
4525246,100649791
4525246,100648778
4525437,100650872
4525437,100650718
4526030,100649791
4526030,100648778
452683,100657878
452683,100658513
4527035,100649791
4527035,100648778
4527345,100649791
4527345,100648778
4527490,100649791
4527490,100648778
4527901,100649791
4527901,100648778
4528599,100649791
4528599,100648778
4528759,100649791
4528759,100649739
4528844,100649791
4528844,100648778
4529059,100652367
4529059,100652447
4529208,100649791
4529208,100648778
4529307,100657423
4529307,100656910
4530105,100649791
4530105,100648778
4530270,100652367
4530270,100652447
4530383,100649791
4530383,100648778
4530647,100649791
4530647,100648778
4530661,100649791
4530661,100648778
4530892,100649791
4530892,100648778
4530999,100649791
4530999,100648778
4531112,100649791
4531112,100648778
4531204,100649791
4531204,100648778
4531796,100649791
4531796,100648778
4532016,100652367
4532016,100652447
4532270,100649791
4532270,100648778
4532525,100649791
4532525,100648778
4532657,100655208
4532657,100654615
4532995,100649791
4532995,100648778
4533245,100649791
4533245,100648778
4533355,100649791
4533355,100648778
4533494,100649791
4533494,100648778
4534111,100649791
4534111,100648778
453445,100646808
453445,100647737
4534557,100655208
4534557,100654615
4534574,100652367
4534574,100652447
4534852,100649791
4534852,100648778
4535206,100657423
4535206,100656910
4535542,100649791
4535542,100648778
4536043,100649791
4536043,100648778
4536425,100649791
4536425,100648778
4536545,100649791
4536545,100649739
4536551,100649791
4536551,100648778
453682,100646808
453682,100647737
4536884,100649791
4536884,100649739
4536923,100654615
4536923,100654294
4537628,100649791
4537628,100648778
4537738,100649791
4537738,100648778
4538010,100655704
4538010,100657423
4538415,100649791
4538415,100648778
4538442,100652367
4538442,100652447
4539350,100649791
4539350,100648778
4539794,100649791
4539794,100648778
4539927,100649791
4539927,100648778
4540188,100649791
4540188,100648778
4540524,100649791
4540524,100648778
4540579,100657423
4540579,100656910
4541145,100652727
4541145,100654615
454115,100654615
454115,100654294
4541229,100649791
4541229,100648778
4541864,100649791
4541864,100648778
4541984,100652367
4541984,100652447
4542104,100649791
4542104,100648778
4542579,100649791
4542579,100648778
4543321,100655208
4543321,100655704
4544306,100649791
4544306,100648778
454452,100646808
454452,100646919
4544697,100649791
4544697,100648778
4545345,100652367
4545345,100652447
4546720,100649791
4546720,100648778
4547371,100649791
4547371,100648778
4547757,100649791
4547757,100648778
4547800,100649791
4547800,100648778
4547975,100649791
4547975,100648778
4548423,100649791
4548423,100648778
4548816,100650872
4548816,100650718
4548831,100652367
4548831,100652447
4549517,100649791
4549517,100648778
4549890,100649791
4549890,100648778
4550862,100649791
4550862,100648778
4551280,100649791
4551280,100648778
4551329,100650872
4551329,100650718
4551900,100649791
4551900,100648778
4552053,100649791
4552053,100648778
4552137,100652367
4552137,100651048
4553289,100649791
4553289,100648778
455331,100655704
455331,100657423
4553504,100649791
4553504,100648778
4553731,100655704
4553731,100656910
4553947,100649791
4553947,100649739
4554309,100649791
4554309,100648778
4554697,100652367
4554697,100652447
4554718,100649791
4554718,100649739
4554897,100655208
4554897,100654615
4555608,100655208
4555608,100654615
4555944,100652367
4555944,100652447
4556198,100650872
4556198,100650718
4557344,100649791
4557344,100649739
4558094,100649791
4558094,100648778
4560260,100657878
4560260,100658513
4561009,100652367
4561009,100652447
4561366,100655208
4561366,100654615
4561737,100649791
4561737,100648778
456201,100646808
456201,100646919
4562280,100649791
4562280,100648778
4562367,100649791
4562367,100649739
456239,100657423
456239,100658513
4564570,100652367
4564570,100652447
4564920,100649791
4564920,100648778
4565254,100649791
4565254,100648778
456596,100649791
456596,100649739
4566011,100649791
4566011,100648778
4566295,100655208
4566295,100654615
456632,100657423
456632,100656910
4566627,100649791
4566627,100648778
4566964,100652367
4566964,100652447
4567192,100649791
4567192,100648778
4567523,100649791
4567523,100648778
4568003,100649791
4568003,100648778
4568289,100649791
4568289,100648778
456876,100655208
456876,100654615
4568868,100649791
4568868,100648778
4568914,100649791
4568914,100648778
4569586,100649791
4569586,100648778
4569644,100655208
4569644,100654615
4569646,100649791
4569646,100649739
4569668,100649791
4569668,100648778
4570345,100649791
4570345,100648778
4570578,100650872
4570578,100650718
4571222,100649791
4571222,100649739
4571227,100649791
4571227,100648778
457128,100646808
457128,100647737
4571914,100649791
4571914,100649739
457262,100657878
457262,100658513
4572790,100652367
4572790,100652447
4572940,100649791
4572940,100648778
457362,100657423
457362,100656910
4574217,100657878
4574217,100658513
457425,100650872
457425,100650718
457434,100646808
457434,100647737
4574618,100652367
4574618,100652447
457462,100646808
457462,100647737
4574677,100649791
4574677,100648778
4574967,100649791
4574967,100648778
4575807,100650872
4575807,100650718
4575934,100649791
4575934,100648778
4576000,100649791
4576000,100648778
4576384,100652367
4576384,100652447
45765,100657423
45765,100658513
4577330,100649791
4577330,100649739
457857,100646808
457857,100647737
45786,100650872
45786,100650718
4579950,100649791
4579950,100648778
4580150,100649791
4580150,100648778
458090,100657423
458090,100657878
4581714,100649791
4581714,100648778
4582131,100655208
4582131,100654615
458284,100652367
458284,100652447
4584125,100649791
4584125,100648778
4585744,100649791
4585744,100649739
4587111,100649791
4587111,100648778
4587889,100649791
4587889,100648778
4588460,100649791
4588460,100648778
4588722,100649791
4588722,100648778
4590780,100649791
4590780,100648778
4591083,100654615
4591083,100654294
4591559,100650872
4591559,100650718
459161,100646808
459161,100646919
4591769,100649791
4591769,100648778
4592434,100655208
4592434,100654615
4592506,100655208
4592506,100655704
4593074,100649791
4593074,100648778
4593181,100654615
4593181,100654294
4593573,100655208
4593573,100654615
4594059,100657423
4594059,100656910
459536,100646808
459536,100647737
459685,100652367
459685,100652447
459924,100652367
459924,100652447
4599328,100655208
4599328,100654615
4600573,100649791
4600573,100648778
4600937,100649791
4600937,100648778
4602720,100657423
4602720,100658513
4602859,100649791
4602859,100648778
4603380,100650872
4603380,100650718
4605455,100649791
4605455,100648778
4606878,100652367
4606878,100652447
4607152,100655208
4607152,100655704
460843,100646808
460843,100646919
4609511,100650872
4609511,100650718
460963,100655208
460963,100654615
461007,100646808
461007,100646919
4611934,100652367
4611934,100652447
461195,100648778
461195,100647737
4612404,100649791
4612404,100649739
4614593,100652367
4614593,100651048
4615294,100657423
4615294,100656910
4615507,100652367
4615507,100652447
4618460,100650872
4618460,100650718
4618966,100649791
4618966,100648778
4619882,100652367
4619882,100652447
4619995,100649791
4619995,100648778
4620649,100649791
4620649,100648778
4621925,100650872
4621925,100650718
4622138,100652367
4622138,100652447
4622567,100655208
4622567,100654615
462261,100646808
462261,100646919
4623340,100649791
4623340,100648778
46235,100657878
46235,100658513
4623532,100649791
4623532,100649739
4625265,100655208
4625265,100654615
4626001,100652367
4626001,100652447
4626848,100649791
4626848,100648778
4626956,100649791
4626956,100648778
462743,100646808
462743,100647737
4628164,100652367
4628164,100652447
4628650,100649791
4628650,100648778
4630997,100649791
4630997,100649739
4631415,100655208
4631415,100654615
4631426,100649791
4631426,100648778
4631645,100655208
4631645,100654615
463165,100646808
463165,100646919
4633598,100657878
4633598,100658513
4635175,100649791
4635175,100649739
4635529,100649791
4635529,100649739
4640372,100657423
4640372,100658513
4641991,100655208
4641991,100654615
464266,100657878
464266,100658513
4643753,100650872
4643753,100650718
4643806,100655208
4643806,100654615
464444,100646808
464444,100647737
464608,100657878
464608,100658513
4647866,100652367
4647866,100652447
464854,100646808
464854,100646919
465143,100646808
465143,100647737
465484,100646808
465484,100646919
465609,100657423
465609,100656910
4656443,100652367
4656443,100652447
465652,100646808
465652,100646919
465816,100646808
465816,100646919
465838,100646808
465838,100646919
4659397,100650872
4659397,100650718
465961,100646808
465961,100647737
466015,100646808
466015,100647737
4661894,100652367
4661894,100652447
4662673,100654615
4662673,100654294
4664075,100652367
4664075,100652447
4665368,100649791
4665368,100648778
4666941,100652367
4666941,100652447
466877,100657878
466877,100658513
466922,100657423
466922,100656910
467007,100646808
467007,100647737
4670239,100657423
4670239,100658513
4670572,100655208
4670572,100654615
4672848,100650872
4672848,100650718
4673209,100650872
4673209,100650718
4673397,100649791
4673397,100648778
4673475,100657878
4673475,100658513
4673757,100655208
4673757,100654615
467587,100657423
467587,100656910
4675889,100654615
4675889,100654294
467740,100655208
467740,100654615
4678712,100655208
4678712,100654615
4678944,100649791
4678944,100648778
468058,100646808
468058,100647737
4682469,100652367
4682469,100652447
4686636,100657423
4686636,100656910
4687014,100652367
4687014,100652447
4687491,100649791
4687491,100648778
468915,100652367
468915,100652447
469143,100646808
469143,100646919
4692046,100649791
4692046,100649739
4695096,100649791
4695096,100649739
4696384,100657423
4696384,100658513
4696497,100655208
4696497,100654615
4696775,100649791
4696775,100648778
469865,100646808
469865,100646919
4700306,100650872
4700306,100650718
4703053,100649791
4703053,100648778
4703112,100655208
4703112,100655704
470476,100657878
470476,100658513
4705895,100649791
4705895,100649739
470753,100657878
470753,100659144
470784,100646808
470784,100647737
4707894,100649791
4707894,100649739
4711115,100657423
4711115,100656910
4712218,100657423
4712218,100658513
4713081,100655208
4713081,100654615
4715093,100652447
4715093,100652727
471614,100646808
471614,100647737
471642,100657423
471642,100656910
471652,100655704
471652,100657423
4716761,100655208
4716761,100655704
4721554,100655208
4721554,100654615
472311,100646808
472311,100646919
4725428,100657423
4725428,100658513
472929,100646808
472929,100646919
473115,100657423
473115,100657878
473124,100650872
473124,100651048
4731732,100649791
4731732,100648778
4732537,100650872
4732537,100650718
473343,100646808
473343,100647737
473345,100646808
473345,100646919
4734508,100655208
4734508,100654615
473564,100646808
473564,100647737
4736548,100655208
4736548,100654615
473780,100655704
473780,100657423
473844,100646808
473844,100647737
4743006,100652367
4743006,100652447
4743654,100657878
4743654,100658513
474633,100646808
474633,100646919
474700,100646808
474700,100646919
4747531,100655208
4747531,100654615
4751116,100649791
4751116,100649739
4753040,100652367
4753040,100652447
4754474,100655208
4754474,100654615
4755789,100655704
4755789,100656910
4756047,100652367
4756047,100652447
4756793,100650872
4756793,100650718
4757393,100655208
4757393,100655704
475822,100646808
475822,100647737
4760978,100657878
4760978,100658513
47616,100644693
47616,100645330
4765599,100655208
4765599,100654615
476597,100646808
476597,100646919
477081,100646808
477081,100646919
4774821,100649791
4774821,100649739
4774994,100650872
4774994,100650718
4776338,100652367
4776338,100651048
4778582,100650872
4778582,100650718
477961,100649791
477961,100649739
4781801,100657423
4781801,100656910
47829,100646808
47829,100646919
4784135,100655704
4784135,100657423
4785041,100657423
4785041,100656910
478620,100646808
478620,100647737
4786285,100655208
4786285,100654615
478649,100657423
478649,100656910
4787072,100649791
4787072,100649739
479110,100646808
479110,100646919
4791484,100649791
4791484,100649739
4792973,100655208
4792973,100654615
479507,100646808
479507,100646919
479801,100650872
479801,100651048
479920,100646808
479920,100646919
480288,100646808
480288,100646919
4803156,100657423
4803156,100656910
4807623,100652367
4807623,100652447
48086,100652367
48086,100652447
481177,100646808
481177,100647737
4812462,100649791
4812462,100649739
4813765,100652367
4813765,100652447
481543,100646808
481543,100646919
481584,100652367
481584,100651048
481900,100646808
481900,100647737
481991,100646808
481991,100647737
4826024,100657878
4826024,100658513
4831610,100652367
4831610,100652447
483266,100646808
483266,100647737
4835598,100657878
4835598,100658513
4836796,100657423
4836796,100656910
4838893,100652367
4838893,100652447
48397,100645330
48397,100645816
4841046,100652367
4841046,100652447
4842090,100649791
4842090,100649739
4842912,100657878
4842912,100659144
4843363,100655704
4843363,100656910
4843547,100649791
4843547,100649739
4843902,100649791
4843902,100648778
4843938,100649791
4843938,100648778
4844259,100649791
4844259,100649739
4844279,100649791
4844279,100649739
4844544,100657878
4844544,100658513
4844574,100649791
4844574,100649739
4844641,100649791
4844641,100649739
4844695,100649791
4844695,100649739
4844706,100649791
4844706,100648778
4845050,100649791
4845050,100649739
4845165,100649791
4845165,100649739
4845190,100649791
4845190,100649739
4845207,100649791
4845207,100649739
4846344,100649791
4846344,100649739
4846977,100650872
4846977,100650718
484706,100655208
484706,100654615
4847145,100649791
4847145,100648778
4847156,100649791
4847156,100648778
4847480,100649791
4847480,100649739
4847912,100649791
4847912,100649739
4848086,100655208
4848086,100654615
4848171,100649791
4848171,100649739
4848694,100649791
4848694,100649739
4849001,100649791
4849001,100649739
4849828,100649791
4849828,100649739
4849957,100649791
4849957,100649739
485041,100657423
485041,100656910
4850432,100657423
4850432,100656910
4850486,100649791
4850486,100649739
4850618,100654615
4850618,100654294
4850735,100649791
4850735,100649739
4850763,100655208
4850763,100654615
4850784,100649791
4850784,100649739
4850813,100649791
4850813,100649739
4851083,100649791
4851083,100649739
4851194,100649791
4851194,100648778
485145,100650872
485145,100650718
4851939,100649791
4851939,100648778
485211,100646808
485211,100646919
4852349,100649791
4852349,100649739
4852633,100650872
4852633,100650718
4852656,100650872
4852656,100651048
4852684,100649791
4852684,100649739
4852812,100649791
4852812,100649739
4852840,100652367
4852840,100652447
4853722,100652447
4853722,100652727
4853841,100649791
4853841,100648778
485387,100646808
485387,100647737
485400,100646808
485400,100646919
4854045,100652367
4854045,100652447
4854078,100649791
4854078,100648778
485412,100646808
485412,100646919
4854491,100649791
4854491,100649739
4855066,100655208
4855066,100654615
4855394,100649791
4855394,100649739
4855763,100650872
4855763,100650718
4855862,100649791
4855862,100649739
4856220,100649791
4856220,100649739
4856549,100649791
4856549,100649739
4856909,100649791
4856909,100649739
4857183,100649791
4857183,100649739
4858290,100652367
4858290,100652447
4858461,100649791
4858461,100649739
4859380,100649791
4859380,100648778
4859466,100649791
4859466,100648778
4860206,100649791
4860206,100648778
4860233,100649791
4860233,100648778
486056,100650872
486056,100650718
486061,100650872
486061,100650718
4861598,100649791
4861598,100649739
4862454,100649791
4862454,100649739
4862481,100652367
4862481,100652447
4862820,100649791
4862820,100648778
4863004,100650872
4863004,100650718
4863381,100649791
4863381,100648778
4863577,100650872
4863577,100650718
4863606,100649791
4863606,100648778
486379,100646808
486379,100646919
4863904,100649791
4863904,100649739
4864051,100650872
4864051,100650718
4864777,100650872
4864777,100650718
4864896,100657423
4864896,100656910
4865129,100650872
4865129,100650718
4865456,100657423
4865456,100657878
4865719,100649791
4865719,100649739
4866496,100654615
4866496,100654294
4866741,100649791
4866741,100649739
4867291,100649791
4867291,100648778
4867560,100655208
4867560,100654615
4867612,100649791
4867612,100648778
4867618,100649791
4867618,100648778
4867725,100649791
4867725,100649739
4867740,100649791
4867740,100649739
48678,100648778
48678,100647737
4867837,100649791
4867837,100649739
4868668,100649791
4868668,100649739
4868735,100654615
4868735,100654294
4869100,100649791
4869100,100648778
4869338,100649791
4869338,100649739
4869384,100649791
4869384,100649739
4869462,100650872
4869462,100651048
4870249,100649791
4870249,100649739
4870504,100650872
4870504,100650718
4871210,100649791
4871210,100649739
4871390,100649791
4871390,100649739
4872282,100652367
4872282,100652447
4873167,100649791
4873167,100649739
4873227,100649791
4873227,100649739
4873559,100650872
4873559,100650718
4873592,100657423
4873592,100656910
4874309,100649791
4874309,100649739
4874378,100649791
4874378,100648778
4875177,100649791
4875177,100649739
4875279,100650872
4875279,100650718
4875335,100649791
4875335,100649739
4875705,100652367
4875705,100652447
4876021,100649791
4876021,100649739
4876231,100649791
4876231,100649739
4876432,100649791
4876432,100649739
4877806,100649791
4877806,100648778
4878633,100649791
4878633,100648778
4879355,100649791
4879355,100649739
4879451,100649791
4879451,100648778
48798,100645330
48798,100645816
4880535,100649791
4880535,100649739
4881093,100649791
4881093,100649739
4881226,100650872
4881226,100650718
4881250,100649791
4881250,100649739
4881489,100649791
4881489,100649739
4881859,100652367
4881859,100652447
4881923,100649791
4881923,100649739
4881953,100655208
4881953,100654615
488202,100646808
488202,100647737
4882364,100649791
4882364,100649739
48827,100649791
48827,100649739
4883083,100655208
4883083,100654615
488311,100646808
488311,100646919
4883225,100649791
4883225,100649739
4883431,100652367
4883431,100652447
4883590,100649791
4883590,100649739
4883998,100649791
4883998,100649739
48842,100652367
48842,100652447
4884672,100649791
4884672,100648778
4884749,100649791
4884749,100649739
4884845,100649791
4884845,100649739
4885161,100649791
4885161,100649739
488557,100648778
488557,100647737
4886410,100649791
4886410,100649739
4886577,100649791
4886577,100648778
4887461,100649791
4887461,100649739
488759,100657423
488759,100656910
4888484,100649791
4888484,100649739
4888920,100649791
4888920,100649739
4889102,100649791
4889102,100649739
4889256,100649791
4889256,100649739
488934,100646808
488934,100647737
4889517,100649791
4889517,100649739
4889812,100652367
4889812,100652447
4890048,100649791
4890048,100649739
4890868,100649791
4890868,100649739
4890990,100649791
4890990,100649739
4891798,100649791
4891798,100648778
4891804,100649791
4891804,100648778
4891827,100649791
4891827,100648778
4892365,100649791
4892365,100648778
489310,100646808
489310,100646919
4893233,100649791
4893233,100649739
4893243,100649791
4893243,100649739
4893590,100655208
4893590,100654615
4893715,100649791
4893715,100649739
4894417,100649791
4894417,100649739
4894584,100649791
4894584,100648778
489462,100646808
489462,100647737
4894775,100649791
4894775,100648778
4894808,100649791
4894808,100648778
4895414,100649791
4895414,100648778
4896042,100650872
4896042,100650718
4896334,100652727
4896334,100654615
4896359,100649791
4896359,100649739
4896997,100649791
4896997,100648778
4897428,100649791
4897428,100649739
4897607,100657423
4897607,100658513
489765,100646808
489765,100646919
4897733,100649791
4897733,100649739
4897905,100649791
4897905,100649739
4898211,100649791
4898211,100649739
4898704,100649791
4898704,100649739
4898833,100649791
4898833,100649739
4899063,100649791
4899063,100649739
4899212,100649791
4899212,100649739
48993,100650872
48993,100650718
4899354,100649791
4899354,100648778
4899365,100649791
4899365,100648778
4900361,100649791
4900361,100649739
4900364,100652367
4900364,100652447
4900392,100649791
4900392,100649739
4900512,100657423
4900512,100656910
490103,100649791
490103,100649739
4901315,100649791
4901315,100649739
490294,100646808
490294,100646919
4904654,100649791
4904654,100649739
4905078,100649791
4905078,100648778
4905987,100649791
4905987,100649739
4906435,100649791
4906435,100649739
490675,100646808
490675,100646919
4906994,100650872
4906994,100650718
4907575,100649791
4907575,100649739
4907872,100649791
4907872,100649739
4907960,100649791
4907960,100649739
4908233,100649791
4908233,100648778
4908497,100649791
4908497,100649739
4908814,100657423
4908814,100656910
490984,100646808
490984,100647737
4910510,100652367
4910510,100652447
4910513,100655208
4910513,100655704
4910774,100649791
4910774,100648778
4910877,100649791
4910877,100649739
491152,100646808
491152,100646919
4911613,100649791
4911613,100649739
4911909,100649791
4911909,100649739
4913556,100649791
4913556,100649739
4913633,100649791
4913633,100649739
4913680,100657423
4913680,100658513
4914212,100649791
4914212,100649739
491490,100657878
491490,100658513
4915029,100649791
4915029,100649739
4915260,100649791
4915260,100648778
4915798,100649791
4915798,100649739
491596,100646808
491596,100646919
49161,100645330
49161,100646695
4916520,100649791
4916520,100649739
4917642,100649791
4917642,100649739
4919243,100649791
4919243,100649739
4921301,100649791
4921301,100648778
4921475,100649791
4921475,100649739
4921986,100649791
4921986,100649739
4922123,100649791
4922123,100649739
492215,100655208
492215,100654615
4922517,100655208
4922517,100655704
4922889,100650872
4922889,100650718
4923250,100649791
4923250,100648778
4923784,100649791
4923784,100649739
4923876,100649791
4923876,100649739
4924266,100649791
4924266,100649739
4925353,100649791
4925353,100649739
4925836,100657423
4925836,100656910
4926225,100649791
4926225,100649739
4926796,100649791
4926796,100649739
4926838,100649791
4926838,100649739
4927351,100649791
4927351,100648778
4928133,100649791
4928133,100649739
4928931,100649791
4928931,100649739
4929096,100649791
4929096,100649739
4930390,100649791
4930390,100649739
4931136,100649791
4931136,100649739
4932212,100652367
4932212,100652447
4932674,100649791
4932674,100649739
4933399,100649791
4933399,100649739
4933606,100655208
4933606,100654615
493402,100657423
493402,100656910
493458,100646808
493458,100646919
4935368,100649791
4935368,100649739
493593,100657878
493593,100658513
4936275,100649791
4936275,100648778
493632,100657423
493632,100656910
4936391,100652367
4936391,100652447
4936537,100649791
4936537,100649739
4937014,100649791
4937014,100648778
493733,100650872
493733,100650718
4937957,100649791
4937957,100648778
4938717,100649791
4938717,100649739
493922,100646808
493922,100647737
494025,100646808
494025,100647737
4940277,100649791
4940277,100649739
494101,100646808
494101,100646919
4941135,100650872
4941135,100650718
4941297,100650872
4941297,100650718
4942199,100649791
4942199,100649739
4942534,100649791
4942534,100649739
4942672,100649791
4942672,100649739
4943667,100649791
4943667,100649739
4944288,100649791
4944288,100649739
4944552,100652367
4944552,100652447
4945318,100649791
4945318,100649739
4946722,100649791
4946722,100649739
4947283,100652367
4947283,100652447
4949545,100657878
4949545,100659144
4949665,100649791
4949665,100649739
494974,100646808
494974,100646919
4949847,100649791
4949847,100648778
4950228,100649791
4950228,100648778
4950515,100649791
4950515,100649739
4950787,100649791
4950787,100649739
4950830,100649791
4950830,100649739
4950986,100657878
4950986,100658513
495101,100647737
495101,100646919
495113,100657878
495113,100658513
4951216,100652367
4951216,100652447
495193,100646808
495193,100647737
4952205,100649791
4952205,100649739
495261,100655208
495261,100655704
4953170,100649791
4953170,100649739
4953229,100657423
4953229,100656910
4954325,100649791
4954325,100649739
4954504,100652367
4954504,100652447
4954638,100652367
4954638,100652447
495538,100657423
495538,100656910
4956421,100649791
4956421,100649739
4956447,100652367
4956447,100652447
495676,100649791
495676,100648778
4957947,100649791
4957947,100649739
4959316,100654615
4959316,100654294
4961731,100649791
4961731,100649739
4961741,100657878
4961741,100658513
496266,100657423
496266,100658513
496319,100646808
496319,100646919
4963266,100649791
4963266,100649739
496368,100646808
496368,100646919
4963722,100649791
4963722,100649739
4964495,100649791
4964495,100649739
4965728,100652367
4965728,100652447
4965760,100655704
4965760,100656910
4966034,100649791
4966034,100649739
4966495,100649791
4966495,100648778
4966503,100649791
4966503,100648778
4967345,100655704
4967345,100657423
4968564,100649791
4968564,100649739
496859,100657878
496859,100659144
49695,100644693
49695,100645330
4970352,100649791
4970352,100649739
4970354,100649791
4970354,100649739
497184,100654615
497184,100654294
4971852,100655208
4971852,100654615
4972610,100652367
4972610,100651048
4973950,100649791
4973950,100649739
49742,100645330
49742,100645816
4974240,100649791
4974240,100649739
497548,100646808
497548,100647737
4975863,100657423
4975863,100658513
4976083,100649791
4976083,100648778
4977232,100650872
4977232,100650718
4977756,100650872
4977756,100651048
4978099,100652367
4978099,100651048
49783,100646808
49783,100647737
4978739,100657423
4978739,100656910
4978798,100657423
4978798,100656910
4979168,100649791
4979168,100649739
4979460,100649791
4979460,100649739
4980,100644693
4980,100645330
4980572,100649791
4980572,100649739
4982355,100657423
4982355,100656910
4984232,100649791
4984232,100649739
4985842,100652367
4985842,100652447
498647,100655208
498647,100655704
498826,100646808
498826,100646919
4988395,100650872
4988395,100650718
4988909,100649791
4988909,100649739
4989028,100649791
4989028,100649739
4989223,100649791
4989223,100649739
498956,100646808
498956,100647737
4991018,100649791
4991018,100648778
4991239,100649791
4991239,100648778
4991553,100657423
4991553,100656910
4992656,100657423
4992656,100656910
4994917,100649791
4994917,100648778
4995506,100655208
4995506,100654615
4997587,100649791
4997587,100648778
4997977,100655208
4997977,100654615
499820,100646808
499820,100647737
499995,100655208
499995,100654615
5000974,100650872
5000974,100650718
500204,100646808
500204,100646919
500212,100654615
500212,100654294
5002227,100649791
5002227,100649739
500232,100646808
500232,100646919
500402,100646808
500402,100647737
5004178,100649791
5004178,100649739
50044,100644693
50044,100645330
5004982,100649791
5004982,100648778
5006081,100649791
5006081,100649739
5008879,100649791
5008879,100649739
5009065,100649791
5009065,100648778
5010002,100657878
5010002,100658513
501054,100646808
501054,100647737
5011269,100649791
5011269,100649739
5013146,100649791
5013146,100649739
5013266,100655208
5013266,100654615
5013990,100655208
5013990,100654615
501414,100655208
501414,100654615
501463,100654615
501463,100654294
501543,100657423
501543,100656910
5017379,100650872
5017379,100650718
501762,100646808
501762,100646919
501793,100655208
501793,100654615
5018327,100649791
5018327,100649739
5018669,100649791
5018669,100649739
50189,100648778
50189,100647737
5019295,100652367
5019295,100652447
5020009,100657423
5020009,100656910
5020539,100657878
5020539,100658513
5021540,100657423
5021540,100658513
5023119,100650872
5023119,100651048
502413,100646808
502413,100647737
5024243,100649791
5024243,100649739
5024456,100652367
5024456,100652447
5024709,100649791
5024709,100648778
5025393,100649791
5025393,100649739
5026255,100649791
5026255,100648778
5026716,100649791
5026716,100649739
502715,100648778
502715,100647737
5027502,100649791
5027502,100649739
5028061,100652367
5028061,100652447
50287,100650872
50287,100650718
502880,100648778
502880,100647737
5028878,100650872
5028878,100650718
5029391,100649791
5029391,100649739
502966,100646808
502966,100646919
502979,100646808
502979,100646919
5030142,100649791
5030142,100648778
503087,100646808
503087,100646919
5031537,100649791
5031537,100649739
5032234,100649791
5032234,100649739
503297,100646808
